Transaction ID,Nuts,Shellfish,Canned Fruit,Spices,Pasta,Yogurt,Coffee,Deli Meats,Ice Cream,TV Dinner,Cheese,Chips,Sour Cream,Cottage Cheese,Deli Salads,Dried Meat,Paper Wipes,Soda,Deodorizers,Cleaners,Shower Soap,Fresh Fish,Bagels,Muffins,Sliced Bread,Pancake Mix,Pancakes,Juice,Jelly,Jam,Preserves,Waffles,Cereal,Chocolate Candy,Gum,Hard Candy,Personal Hygiene,Pots and Pans,Tools,Sponges,Beer,Wine,Cookies,Pretzels,Candles,Sauces,Cooking Oil,Sugar,Chocolate,Flavored Drinks,Peanut Butter,Popcorn,Paper Dishes,Plastic Utensils,Rice,Soup,Dehydrated Soup,Frozen Vegetables,Fresh Vegetables,Canned Vegetables,French Fries,Pizza,Hamburger,Eggs,Tofu,Dish Soap,Dishwasher Soap,Aspirin,Ibuprofen,Acetominifen,Nasal Sprays,Mouthwash,Cold Remedies,Milk,Fresh Chicken,Conditioner,Shampoo,Lightbulbs,Hot Dogs,Crackers,Dips,Donuts,Toilet Brushes,Pot Scrubbers,Pot Cleaners,Toothbrushes,Sunglasses,Bologna,Non-Alcoholic Wine,Tuna,Shrimp,Anchovies,Clams,Oysters,Sardines,Fresh Fruit,Frozen Chicken,Batteries,Maps,Screwdrivers,Sports Magazines,Home Magazines,Fashion Magazines,Computer Magazines,Auto Magazines,Dried Fruit,Popsicles
1185,0,1,1,0,0,0,1,0,0,2,0,0,1,2,0,1,1,0,2,0,1,1,0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,0,0,0,2,2
1186,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,2,1,0,3,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,3,0,1,0,0,1,0,1,1,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,3,1,0,0,1,0,0,0,3,2,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1187,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,1,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,2,1,0,2,0,0,0,0,0,0,1,0,1,1,0,1,2,0,1,0,2,1,0,0,1,0,2,0,0,3,0,0,0,0,2,1,1,0,1,1,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,0
1188,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,1
1189,0,1,3,3,0,1,0,1,0,0,0,0,1,2,1,0,0,2,1,0,1,0,0,0,0,1,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,1,1,0,0,1
1190,0,0,1,0,0,3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,2,0,2,0,0
1191,0,0,0,0,2,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,2,1,0,0,2,0,0,0,0,1,0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,1,0,2,1,1,0,0,0,0,2,0,0,1,2,2,0,0,1,0,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
1192,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2
1193,1,0,0,0,1,2,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,1,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2,1,0
1194,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,2,2,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,1,1,0,0,0,1,1,0,0,0
1195,1,0,2,0,1,0,1,0,0,0,0,1,0,2,1,0,2,0,0,2,0,0,1,1,1,1,0,1,0,0,0,3,1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2,0,1,3,0,0,0,1,0,0,2,0,3,0,1,0,0,3,0,2,2,0,1,1,0,0,0
1196,0,0,0,0,3,0,0,1,3,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,1,2,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0
1197,3,0,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,1,2,0,1,0,1,0,1,1,0,0,0,2,2,1,0,0,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
1198,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,2,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,1,2,2,0,0,0,0,1,1,0,0,1,0,0,0
1199,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,1,1,1,2,0,1,1,2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,1,2,0,0,1,1,0,3,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,3,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0
1200,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,1,0,2,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2,3,1,1,1,0,1,1,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0
1201,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,2,1,1,0,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,2,0,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1202,2,0,1,0,0,3,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,1,1,1,1,3,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1
1203,2,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,3,0,2,1,0,0,0,0,0,3,0,2,1,2,0,1,0,1,1,0,1,0,0,2,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,1,1,0,1,1,1,0,0,0,2
1204,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,3,1,1,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2,0,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,2,0,0,0,0
1205,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,2,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,1,1,2,0,0,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,1
1206,1,0,1,0,1,0,0,0,1,2,0,1,0,0,2,0,1,1,1,1,0,1,1,2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,3,2,1,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,2,0,0
1207,1,1,0,3,2,1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,2,0,1,0,0,2,1,0,1,0,1,0,2,1,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0
1208,0,1,3,0,0,2,1,0,0,0,1,1,0,1,0,3,1,1,1,2,0,1,0,1,1,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,3,1,0,0,0,0,2,0,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1209,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,2,2,0,1,1,0,3,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,1,3,0,1,1,0,0,2,0,0,1,2,0
1210,0,0,1,0,0,0,0,1,1,0,1,0,0,2,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,1,0,1,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,0,1,2,1,2,0,0,0,2,0,2,0,1,0,1,0,0,0,3,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
1211,3,0,1,0,1,0,0,1,0,1,0,0,3,0,1,2,1,0,1,2,2,0,2,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0
1212,1,1,1,0,1,0,1,2,0,1,0,1,1,0,1,3,1,0,0,1,2,0,1,2,0,1,0,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,3,2,1,1,2,0,0,0,0,1,1,3,0,1,2,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
1213,1,1,0,1,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,3,0,1,0,1,0,1,1,1,0,1,1,0,1,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,2,0,1,0,1,0,1,1,0,2,0,0,1,1,1,1,1,2,0,1,1,1,0,1,2,0,0,1,0,0
1214,1,1,0,2,2,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,1,0,1,0,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,1,1,0,1,2,0,0,1,0,0,0,0,1,0,0,3,1,3
1215,1,0,0,0,1,2,1,1,1,0,0,0,0,1,0,0,1,2,2,1,3,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,2,0,1,0,1,1,1,1,2,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1216,1,0,3,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,3,1,0
1217,1,0,3,2,1,0,0,3,0,0,1,0,1,2,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,2,1,3,1,0,0,1,1,0,0,0
1218,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,1,0,0,2,1,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,2,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,1,1,1,2,0,1,2,0,3,0,1,0,2,1,2,0,0
1219,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,3,1,2,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,2,0,0,1,1,0,2,0,0,1,0,1,1,0,0,1,3,0
1220,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
1221,0,0,0,0,1,1,1,2,0,0,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,2,0,2,0,1,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,2,0,0,0,1
1222,1,1,1,0,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,0,0,1,1,0,1
1223,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,3,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
1224,1,0,0,0,1,1,0,0,1,2,1,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,2,1,0,0,2,2,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1225,1,1,0,1,0,0,3,1,1,0,1,1,0,2,0,0,1,1,1,0,0,0,2,1,0,1,0,0,2,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,2,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,1,2,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,0,0,1,1
1226,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,1,1,0,0,0,2,1,1,0,0,2,0,0,0,2,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,1,3,1,1,0,0,2,0,0,2,1,0,2,0,0,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1227,0,0,0,1,0,1,1,0,1,0,1,2,1,0,2,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,0,1,0,2,0,0,0,0,0,0
1228,1,1,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,2,1,1,0,2,0,0,0,1,2,0,0,0,0,1,1,0,1,0,1,2
1229,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,1,0,0,1,1,1,0,0,0
1230,1,0,1,1,1,2,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,3,0,1,2,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
1231,0,1,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,2,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,1
1232,0,1,1,1,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,3,0,0,1,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,1,2,0,0,2,0,1,0,0,0,0,0
1233,0,3,3,1,1,1,2,0,0,1,2,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2,1,2,0,1,0,2,1,1,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,2,0
1234,2,1,1,1,1,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,1,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,1,2,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0
1235,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,2,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,1,1,1,1,3,0,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,1,1,0,1,0,0
1236,0,2,0,1,0,0,1,1,3,0,0,2,2,0,0,0,2,0,0,0,0,2,1,1,1,1,2,2,2,0,1,1,0,0,0,1,1,1,1,2,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1237,0,0,1,0,0,0,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,2,1,0,1,0,1,1,0,1,0,2,0,2,0,0,2,0,1,1,0,1,0,0,0,2,0,1,0,1,0,0,1,2,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1238,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,3,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,2,1,1
1239,0,1,1,0,0,0,2,1,0,0,0,2,1,0,1,0,0,1,1,1,0,0,3,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,1,1,0,1,0,1,0,1,0,0,2,1,3,0,0,2,1,0,1,1,0,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1240,0,0,1,0,2,0,0,0,0,1,0,1,1,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,1,0,1,1,1,1,2,0,1,0,2,0,1,0,1,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0
1241,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,1,1,0,3,0,0,1,1,2,2,2,0,2,0,0,1,3,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1242,0,0,1,1,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,3,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,1,3,0,0,2,0,0,0,0,1,3,1,0,1,1,0,1,0,0,1,1,1
1243,0,3,1,0,0,0,0,1,0,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,1,0,3,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1244,1,1,2,0,2,1,1,0,0,0,2,0,1,1,0,0,0,3,0,1,2,0,1,1,0,2,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,2,0,0,1,0,1,2,0,1,0,0,0,0,1,1,2,0,0,1,0,3,1,0,0
1245,0,0,1,2,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,3,0,0,1,2,2,0,1,0,2,0,0,0,1,0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
